date,county,state,fips,cases,deaths
5/7/2020,Alpine,California,6003,2,0
5/7/2020,Amador,California,6005,7,0
5/7/2020,Butte,California,6007,19,0
5/7/2020,Calaveras,California,6009,13,0
5/7/2020,Colusa,California,6011,3,0
5/7/2020,Contra Costa,California,6013,999,29
5/7/2020,Del Norte,California,6015,3,0
5/7/2020,El Dorado,California,6017,54,0
5/7/2020,Fresno,California,6019,813,9
5/7/2020,Glenn,California,6021,6,0
5/7/2020,Humboldt,California,6023,55,0
5/7/2020,Imperial,California,6025,455,8
5/7/2020,Inyo,California,6027,20,1
5/7/2020,Kern,California,6029,1133,14
5/7/2020,Kings,California,6031,244,1
5/7/2020,Lake,California,6033,8,0
5/7/2020,Los Angeles,California,6037,29427,1418
5/7/2020,Madera,California,6039,62,2
5/7/2020,Marin,California,6041,244,14
5/7/2020,Mariposa,California,6043,15,0
5/7/2020,Mendocino,California,6045,12,0
5/7/2020,Merced,California,6047,155,3
5/7/2020,Mono,California,6051,28,1
5/7/2020,Monterey,California,6053,246,6
5/7/2020,Napa,California,6055,79,2
5/7/2020,Nevada,California,6057,41,1
5/7/2020,Orange,California,6059,3156,66
5/7/2020,Placer,California,6061,165,8
5/7/2020,Plumas,California,6063,4,0
5/7/2020,Riverside,California,6065,4756,194
5/7/2020,Sacramento,California,6067,1132,49
5/7/2020,San Benito,California,6069,54,2
5/7/2020,San Bernardino,California,6071,2562,108
5/7/2020,San Diego,California,6073,4492,186
5/7/2020,San Francisco,California,6075,1806,32
5/7/2020,San Joaquin,California,6077,581,28
5/7/2020,San Luis Obispo,California,6079,211,1
5/7/2020,San Mateo,California,6081,1377,56
5/7/2020,Santa Barbara,California,6083,722,11
5/7/2020,Santa Clara,California,6085,2281,122
5/7/2020,Santa Cruz,California,6087,139,2
5/7/2020,Shasta,California,6089,31,4
5/7/2020,Siskiyou,California,6093,5,0
5/7/2020,Solano,California,6095,347,7
5/7/2020,Sonoma,California,6097,292,4
5/7/2020,Stanislaus,California,6099,461,17
5/7/2020,Sutter,California,6101,31,2
5/7/2020,Tehama,California,6103,1,1
5/7/2020,Tulare,California,6107,969,43
5/7/2020,Tuolumne,California,6109,2,0
5/7/2020,Ventura,California,6111,631,19
5/7/2020,Yolo,California,6113,172,20
5/7/2020,Yuba,California,6115,20,1
5/8/2020,Alameda,California,6001,1982,70
5/8/2020,Alpine,California,6003,2,0
5/8/2020,Amador,California,6005,7,0
5/8/2020,Butte,California,6007,19,0
5/8/2020,Calaveras,California,6009,13,0
5/8/2020,Colusa,California,6011,3,0
5/8/2020,Contra Costa,California,6013,1014,29
5/8/2020,Del Norte,California,6015,3,0
5/8/2020,El Dorado,California,6017,54,0
5/8/2020,Fresno,California,6019,841,9
5/8/2020,Glenn,California,6021,6,0
5/8/2020,Humboldt,California,6023,55,0
5/8/2020,Imperial,California,6025,512,11
5/8/2020,Inyo,California,6027,20,1
5/8/2020,Kern,California,6029,1176,15
5/8/2020,Kings,California,6031,265,1
5/8/2020,Lake,California,6033,8,0
5/8/2020,Los Angeles,California,6037,30296,1468
5/8/2020,Madera,California,6039,66,2
5/8/2020,Marin,California,6041,252,14
5/8/2020,Mariposa,California,6043,15,0
5/8/2020,Mendocino,California,6045,12,0
5/8/2020,Merced,California,6047,163,3
5/8/2020,Mono,California,6051,29,1
5/8/2020,Monterey,California,6053,249,6
5/8/2020,Napa,California,6055,79,2
5/8/2020,Nevada,California,6057,41,1
5/8/2020,Orange,California,6059,3283,71
5/8/2020,Placer,California,6061,165,8
5/8/2020,Plumas,California,6063,4,0
5/8/2020,Riverside,California,6065,4817,204
5/8/2020,Sacramento,California,6067,1159,50
5/8/2020,San Benito,California,6069,55,2
5/8/2020,San Bernardino,California,6071,2629,111
5/8/2020,San Diego,California,6073,4725,189
5/8/2020,San Francisco,California,6075,1856,33
5/8/2020,San Joaquin,California,6077,597,28
5/8/2020,San Luis Obispo,California,6079,212,1
5/8/2020,San Mateo,California,6081,1398,57
5/8/2020,Santa Barbara,California,6083,1032,11
5/8/2020,Santa Clara,California,6085,2290,129
5/8/2020,Santa Cruz,California,6087,140,2
5/8/2020,Shasta,California,6089,31,4
5/8/2020,Siskiyou,California,6093,5,0
5/8/2020,Solano,California,6095,356,7
5/8/2020,Sonoma,California,6097,300,4
5/8/2020,Stanislaus,California,6099,488,19
5/8/2020,Sutter,California,6101,32,2
5/8/2020,Tehama,California,6103,1,1
5/8/2020,Tulare,California,6107,1013,44
5/8/2020,Tuolumne,California,6109,2,0
5/8/2020,Ventura,California,6111,652,19
5/8/2020,Yolo,California,6113,172,20
5/8/2020,Yuba,California,6115,20,1
5/9/2020,Alameda,California,6001,2044,72
5/9/2020,Alpine,California,6003,2,0
5/9/2020,Amador,California,6005,7,0
5/9/2020,Butte,California,6007,18,0
5/9/2020,Calaveras,California,6009,13,0
5/9/2020,Colusa,California,6011,3,0
5/9/2020,Contra Costa,California,6013,1036,32
5/9/2020,Del Norte,California,6015,3,0
5/9/2020,El Dorado,California,6017,54,0
5/9/2020,Fresno,California,6019,885,9
5/9/2020,Glenn,California,6021,6,0
5/9/2020,Humboldt,California,6023,57,0
5/9/2020,Imperial,California,6025,512,11
5/9/2020,Inyo,California,6027,20,1
5/9/2020,Kern,California,6029,1238,16
5/9/2020,Kings,California,6031,275,1
5/9/2020,Lake,California,6033,8,0
5/9/2020,Los Angeles,California,6037,31197,1512
5/9/2020,Madera,California,6039,67,2
5/9/2020,Marin,California,6041,257,14
5/9/2020,Mariposa,California,6043,15,0
5/9/2020,Mendocino,California,6045,12,0
5/9/2020,Merced,California,6047,163,3
5/9/2020,Mono,California,6051,29,1
5/9/2020,Monterey,California,6053,265,6
5/9/2020,Napa,California,6055,79,2
5/9/2020,Nevada,California,6057,41,1
5/9/2020,Orange,California,6059,3395,74
5/9/2020,Placer,California,6061,168,8
5/9/2020,Plumas,California,6063,4,0
5/9/2020,Riverside,California,6065,4992,210
5/9/2020,Sacramento,California,6067,1164,51
5/9/2020,San Benito,California,6069,55,2
5/9/2020,San Bernardino,California,6071,2902,119
5/9/2020,San Diego,California,6073,4839,194
5/9/2020,San Francisco,California,6075,1894,33
5/9/2020,San Joaquin,California,6077,605,28
5/9/2020,San Luis Obispo,California,6079,214,1
5/9/2020,San Mateo,California,6081,1425,62
5/9/2020,Santa Barbara,California,6083,1250,11
5/9/2020,Santa Clara,California,6085,2307,131
5/9/2020,Santa Cruz,California,6087,141,2
5/9/2020,Shasta,California,6089,31,4
5/9/2020,Siskiyou,California,6093,5,0
5/9/2020,Solano,California,6095,356,7
5/9/2020,Sonoma,California,6097,309,4
5/9/2020,Stanislaus,California,6099,488,19
5/9/2020,Sutter,California,6101,33,2
5/9/2020,Tehama,California,6103,1,1
5/9/2020,Tulare,California,6107,1079,46
5/9/2020,Tuolumne,California,6109,2,0
5/9/2020,Unknown,California,,1,0
5/9/2020,Ventura,California,6111,666,19
5/9/2020,Yolo,California,6113,172,20
5/9/2020,Yuba,California,6115,20,1
5/10/2020,Alameda,California,6001,2085,75
5/10/2020,Alpine,California,6003,2,0
5/10/2020,Amador,California,6005,7,0
5/10/2020,Butte,California,6007,18,0
5/10/2020,Calaveras,California,6009,13,0
5/10/2020,Colusa,California,6011,3,0
5/10/2020,Contra Costa,California,6013,1048,32
5/10/2020,Del Norte,California,6015,3,0
5/10/2020,El Dorado,California,6017,54,0
5/10/2020,Fresno,California,6019,885,9
5/10/2020,Glenn,California,6021,6,0
5/10/2020,Humboldt,California,6023,57,0
5/10/2020,Imperial,California,6025,512,11
5/10/2020,Inyo,California,6027,20,1
5/10/2020,Kern,California,6029,1264,16
5/10/2020,Kings,California,6031,287,1
5/10/2020,Lake,California,6033,8,0
5/10/2020,Los Angeles,California,6037,31677,1530
5/10/2020,Madera,California,6039,67,2
5/10/2020,Marin,California,6041,261,14
5/10/2020,Mariposa,California,6043,15,0
5/10/2020,Mendocino,California,6045,12,0
5/10/2020,Merced,California,6047,163,3
5/10/2020,Mono,California,6051,29,1
5/10/2020,Monterey,California,6053,273,6
5/10/2020,Napa,California,6055,79,2
5/10/2020,Nevada,California,6057,41,1
5/10/2020,Orange,California,6059,3506,76
5/10/2020,Placer,California,6061,169,8
5/10/2020,Plumas,California,6063,4,0
5/10/2020,Riverside,California,6065,5039,212
5/10/2020,Sacramento,California,6067,1166,52
5/10/2020,San Benito,California,6069,55,2
5/10/2020,San Bernardino,California,6071,2964,121
5/10/2020,San Diego,California,6073,4989,194
5/10/2020,San Francisco,California,6075,1946,34
5/10/2020,San Joaquin,California,6077,612,29
5/10/2020,San Luis Obispo,California,6079,220,1
5/10/2020,San Mateo,California,6081,1453,65
5/10/2020,Santa Barbara,California,6083,1308,11
5/10/2020,Santa Clara,California,6085,2339,131
5/10/2020,Santa Cruz,California,6087,141,2
5/10/2020,Shasta,California,6089,31,4
5/10/2020,Siskiyou,California,6093,5,0
5/10/2020,Solano,California,6095,356,7
5/10/2020,Sonoma,California,6097,309,4
5/10/2020,Stanislaus,California,6099,501,21
5/10/2020,Sutter,California,6101,33,2
5/10/2020,Tehama,California,6103,1,1
5/10/2020,Trinity,California,6105,1,0
5/10/2020,Tulare,California,6107,1140,48
5/10/2020,Tuolumne,California,6109,2,0
5/10/2020,Ventura,California,6111,679,19
5/10/2020,Yolo,California,6113,173,20
5/10/2020,Yuba,California,6115,20,1
5/11/2020,Alameda,California,6001,2122,75
5/11/2020,Alpine,California,6003,2,0
5/11/2020,Amador,California,6005,7,0
5/11/2020,Butte,California,6007,20,0
5/11/2020,Calaveras,California,6009,13,0
5/11/2020,Colusa,California,6011,3,0
5/11/2020,Contra Costa,California,6013,1048,32
5/11/2020,Del Norte,California,6015,3,0
5/11/2020,El Dorado,California,6017,56,0
5/11/2020,Fresno,California,6019,945,9
5/11/2020,Glenn,California,6021,6,0
5/11/2020,Humboldt,California,6023,61,0
5/11/2020,Imperial,California,6025,564,11
5/11/2020,Inyo,California,6027,20,1
5/11/2020,Kern,California,6029,1300,16
5/11/2020,Kings,California,6031,319,1
5/11/2020,Lake,California,6033,8,0
5/11/2020,Los Angeles,California,6037,32258,1569
5/11/2020,Madera,California,6039,67,2
5/11/2020,Marin,California,6041,267,14
5/11/2020,Mariposa,California,6043,15,0
5/11/2020,Mendocino,California,6045,12,0
5/11/2020,Merced,California,6047,173,3
5/11/2020,Mono,California,6051,32,1
5/11/2020,Monterey,California,6053,282,6
5/11/2020,Napa,California,6055,80,3
5/11/2020,Nevada,California,6057,41,1
5/11/2020,Orange,California,6059,3627,76
5/11/2020,Placer,California,6061,170,8
5/11/2020,Plumas,California,6063,4,0
5/11/2020,Riverside,California,6065,5189,217
5/11/2020,Sacramento,California,6067,1172,52
5/11/2020,San Benito,California,6069,56,2
5/11/2020,San Bernardino,California,6071,3015,121
5/11/2020,San Diego,California,6073,5128,194
5/11/2020,San Francisco,California,6075,1957,35
5/11/2020,San Joaquin,California,6077,621,29
5/11/2020,San Luis Obispo,California,6079,226,1
5/11/2020,San Mateo,California,6081,1464,65
5/11/2020,Santa Barbara,California,6083,1362,11
5/11/2020,Santa Clara,California,6085,2341,131
5/11/2020,Santa Cruz,California,6087,141,2
5/11/2020,Shasta,California,6089,32,4
5/11/2020,Siskiyou,California,6093,5,0
5/11/2020,Solano,California,6095,384,10
5/11/2020,Sonoma,California,6097,312,4
5/11/2020,Stanislaus,California,6099,501,21
5/11/2020,Sutter,California,6101,34,2
5/11/2020,Tehama,California,6103,1,1
5/11/2020,Trinity,California,6105,1,0
5/11/2020,Tulare,California,6107,1159,50
5/11/2020,Tuolumne,California,6109,2,0
5/11/2020,Unknown,California,,1,0
5/11/2020,Ventura,California,6111,690,19
5/11/2020,Yolo,California,6113,174,20
5/11/2020,Yuba,California,6115,21,1
5/12/2020,Alameda,California,6001,2154,75
5/12/2020,Alpine,California,6003,2,0
5/12/2020,Amador,California,6005,7,0
5/12/2020,Butte,California,6007,20,0
5/12/2020,Calaveras,California,6009,13,0
5/12/2020,Colusa,California,6011,3,0
5/12/2020,Contra Costa,California,6013,1066,32
5/12/2020,Del Norte,California,6015,3,0
5/12/2020,El Dorado,California,6017,60,0
5/12/2020,Fresno,California,6019,984,10
5/12/2020,Glenn,California,6021,6,0
5/12/2020,Humboldt,California,6023,64,0
5/12/2020,Imperial,California,6025,603,12
5/12/2020,Inyo,California,6027,20,1
5/12/2020,Kern,California,6029,1331,17
5/12/2020,Kings,California,6031,325,1
5/12/2020,Lake,California,6033,8,0
5/12/2020,Los Angeles,California,6037,33180,1613
5/12/2020,Madera,California,6039,69,2
5/12/2020,Marin,California,6041,271,14
5/12/2020,Mariposa,California,6043,15,0
5/12/2020,Mendocino,California,6045,12,0
5/12/2020,Merced,California,6047,177,4
5/12/2020,Mono,California,6051,32,1
5/12/2020,Monterey,California,6053,286,6
5/12/2020,Napa,California,6055,82,3
5/12/2020,Nevada,California,6057,41,1
5/12/2020,Orange,California,6059,3699,78
5/12/2020,Placer,California,6061,170,8
5/12/2020,Plumas,California,6063,4,0
5/12/2020,Riverside,California,6065,5248,228
5/12/2020,Sacramento,California,6067,1180,52
5/12/2020,San Benito,California,6069,58,2
5/12/2020,San Bernardino,California,6071,3078,121
5/12/2020,San Diego,California,6073,5224,204
5/12/2020,San Francisco,California,6075,1980,35
5/12/2020,San Joaquin,California,6077,629,30
5/12/2020,San Luis Obispo,California,6079,227,1
5/12/2020,San Mateo,California,6081,1499,65
5/12/2020,Santa Barbara,California,6083,1372,11
5/12/2020,Santa Clara,California,6085,2364,134
5/12/2020,Santa Cruz,California,6087,146,2
5/12/2020,Shasta,California,6089,32,4
5/12/2020,Siskiyou,California,6093,5,0
5/12/2020,Solano,California,6095,393,11
5/12/2020,Sonoma,California,6097,312,5
5/12/2020,Stanislaus,California,6099,517,22
5/12/2020,Sutter,California,6101,35,2
5/12/2020,Tehama,California,6103,1,1
5/12/2020,Trinity,California,6105,2,0
5/12/2020,Tulare,California,6107,1241,52
5/12/2020,Tuolumne,California,6109,2,0
5/12/2020,Ventura,California,6111,698,19
5/12/2020,Yolo,California,6113,177,22
5/12/2020,Yuba,California,6115,23,1
5/13/2020,Alameda,California,6001,2199,80
5/13/2020,Alpine,California,6003,2,0
5/13/2020,Amador,California,6005,8,0
5/13/2020,Butte,California,6007,20,0
5/13/2020,Calaveras,California,6009,13,0
5/13/2020,Colusa,California,6011,3,0
5/13/2020,Contra Costa,California,6013,1080,33
5/13/2020,Del Norte,California,6015,4,0
5/13/2020,El Dorado,California,6017,60,0
5/13/2020,Fresno,California,6019,1014,13
5/13/2020,Glenn,California,6021,7,0
5/13/2020,Humboldt,California,6023,67,0
5/13/2020,Imperial,California,6025,647,13
5/13/2020,Inyo,California,6027,20,1
5/13/2020,Kern,California,6029,1363,21
5/13/2020,Kings,California,6031,348,1
5/13/2020,Lake,California,6033,8,0
5/13/2020,Los Angeles,California,6037,34428,1659
5/13/2020,Madera,California,6039,69,2
5/13/2020,Marin,California,6041,274,14
5/13/2020,Mariposa,California,6043,15,0
5/13/2020,Mendocino,California,6045,13,0
5/13/2020,Merced,California,6047,180,4
5/13/2020,Mono,California,6051,33,1
5/13/2020,Monterey,California,6053,298,6
5/13/2020,Napa,California,6055,82,3
5/13/2020,Nevada,California,6057,41,1
5/13/2020,Orange,California,6059,3843,80
5/13/2020,Placer,California,6061,170,8
5/13/2020,Plumas,California,6063,4,0
5/13/2020,Riverside,California,6065,5343,238
5/13/2020,Sacramento,California,6067,1182,52
5/13/2020,San Benito,California,6069,58,2
5/13/2020,San Bernardino,California,6071,3153,138
5/13/2020,San Diego,California,6073,5341,217
5/13/2020,San Francisco,California,6075,1997,35
5/13/2020,San Joaquin,California,6077,638,31
5/13/2020,San Luis Obispo,California,6079,232,1
5/13/2020,San Mateo,California,6081,1533,66
5/13/2020,Santa Barbara,California,6083,1377,11
5/13/2020,Santa Clara,California,6085,2364,134
5/13/2020,Santa Cruz,California,6087,146,2
5/13/2020,Shasta,California,6089,33,4
5/13/2020,Siskiyou,California,6093,5,0
5/13/2020,Solano,California,6095,402,12
5/13/2020,Sonoma,California,6097,337,4
5/13/2020,Stanislaus,California,6099,526,23
5/13/2020,Sutter,California,6101,36,2
5/13/2020,Tehama,California,6103,1,1
5/13/2020,Trinity,California,6105,2,0
5/13/2020,Tulare,California,6107,1268,54
5/13/2020,Tuolumne,California,6109,2,0
5/13/2020,Ventura,California,6111,725,24
5/13/2020,Yolo,California,6113,179,22
5/13/2020,Yuba,California,6115,25,1
5/14/2020,Alameda,California,6001,2202,80
5/14/2020,Alpine,California,6003,2,0
5/14/2020,Amador,California,6005,8,0
5/14/2020,Butte,California,6007,22,0
5/14/2020,Calaveras,California,6009,13,0
5/14/2020,Colusa,California,6011,3,0
5/14/2020,Contra Costa,California,6013,1089,33
5/14/2020,Del Norte,California,6015,4,0
5/14/2020,El Dorado,California,6017,62,0
5/14/2020,Fresno,California,6019,1074,13
5/14/2020,Glenn,California,6021,9,0
5/14/2020,Humboldt,California,6023,68,0
5/14/2020,Imperial,California,6025,712,14
5/14/2020,Inyo,California,6027,20,1
5/14/2020,Kern,California,6029,1403,22
5/14/2020,Kings,California,6031,358,1
5/14/2020,Lake,California,6033,8,0
5/14/2020,Los Angeles,California,6037,35329,1659
5/14/2020,Madera,California,6039,69,2
5/14/2020,Marin,California,6041,278,14
5/14/2020,Mariposa,California,6043,15,0
5/14/2020,Mendocino,California,6045,13,0
5/14/2020,Merced,California,6047,189,4
5/14/2020,Mono,California,6051,33,1
5/14/2020,Monterey,California,6053,309,6
5/14/2020,Napa,California,6055,84,3
5/14/2020,Nevada,California,6057,41,1
5/14/2020,Orange,California,6059,4025,80
5/14/2020,Placer,California,6061,172,9
5/14/2020,Plumas,California,6063,4,0
5/14/2020,Riverside,California,6065,5440,246
5/14/2020,Sacramento,California,6067,1193,54
5/14/2020,San Benito,California,6069,59,2
5/14/2020,San Bernardino,California,6071,3198,139
5/14/2020,San Diego,California,6073,5454,223
5/14/2020,San Francisco,California,6075,2007,35
5/14/2020,San Joaquin,California,6077,644,31
5/14/2020,San Luis Obispo,California,6079,237,1
5/14/2020,San Mateo,California,6081,1550,66
5/14/2020,Santa Barbara,California,6083,1382,11
5/14/2020,Santa Clara,California,6085,2391,136
5/14/2020,Santa Cruz,California,6087,149,3
5/14/2020,Shasta,California,6089,33,4
5/14/2020,Siskiyou,California,6093,5,0
5/14/2020,Solano,California,6095,413,14
5/14/2020,Sonoma,California,6097,351,4
5/14/2020,Stanislaus,California,6099,537,23
5/14/2020,Sutter,California,6101,37,2
5/14/2020,Tehama,California,6103,1,1
5/14/2020,Trinity,California,6105,2,0
5/14/2020,Tulare,California,6107,1295,54
5/14/2020,Tuolumne,California,6109,2,0
5/14/2020,Ventura,California,6111,742,24
5/14/2020,Yolo,California,6113,182,22
5/14/2020,Yuba,California,6115,25,1
5/15/2020,Alameda,California,6001,2321,84
5/15/2020,Alpine,California,6003,2,0
5/15/2020,Amador,California,6005,8,0
5/15/2020,Butte,California,6007,22,0
5/15/2020,Calaveras,California,6009,13,0
5/15/2020,Colusa,California,6011,3,0
5/15/2020,Contra Costa,California,6013,1100,33
5/15/2020,Del Norte,California,6015,4,0
5/15/2020,El Dorado,California,6017,64,0
5/15/2020,Fresno,California,6019,1156,16
5/15/2020,Glenn,California,6021,9,0
5/15/2020,Humboldt,California,6023,72,0
5/15/2020,Imperial,California,6025,786,14
5/15/2020,Inyo,California,6027,20,1
5/15/2020,Kern,California,6029,1438,25
5/15/2020,Kings,California,6031,372,2
5/15/2020,Lake,California,6033,8,0
5/15/2020,Los Angeles,California,6037,36259,1755
5/15/2020,Madera,California,6039,70,2
5/15/2020,Marin,California,6041,283,14
5/15/2020,Mariposa,California,6043,15,1
5/15/2020,Mendocino,California,6045,13,0
5/15/2020,Merced,California,6047,200,6
5/15/2020,Mono,California,6051,33,1
5/15/2020,Monterey,California,6053,317,8
5/15/2020,Napa,California,6055,84,3
5/15/2020,Nevada,California,6057,41,1
5/15/2020,Orange,California,6059,4163,84
5/15/2020,Placer,California,6061,174,9
5/15/2020,Plumas,California,6063,4,0
5/15/2020,Riverside,California,6065,5618,249
5/15/2020,Sacramento,California,6067,1210,54
5/15/2020,San Benito,California,6069,60,2
5/15/2020,San Bernardino,California,6071,3311,150
5/15/2020,San Diego,California,6073,5586,231
5/15/2020,San Francisco,California,6075,2032,36
5/15/2020,San Joaquin,California,6077,659,31
5/15/2020,San Luis Obispo,California,6079,240,1
5/15/2020,San Mateo,California,6081,1588,66
5/15/2020,Santa Barbara,California,6083,1396,11
5/15/2020,Santa Clara,California,6085,2403,136
5/15/2020,Santa Cruz,California,6087,149,2
5/15/2020,Shasta,California,6089,33,4
5/15/2020,Siskiyou,California,6093,5,0
5/15/2020,Solano,California,6095,415,16
5/15/2020,Sonoma,California,6097,364,4
5/15/2020,Stanislaus,California,6099,544,24
5/15/2020,Sutter,California,6101,37,2
5/15/2020,Tehama,California,6103,2,1
5/15/2020,Trinity,California,6105,2,0
5/15/2020,Tulare,California,6107,1338,64
5/15/2020,Tuolumne,California,6109,2,0
5/15/2020,Unknown,California,,0,1
5/15/2020,Ventura,California,6111,760,25
5/15/2020,Yolo,California,6113,182,22
5/15/2020,Yuba,California,6115,25,1
5/16/2020,Alameda,California,6001,2372,85
5/16/2020,Alpine,California,6003,2,0
5/16/2020,Amador,California,6005,8,0
5/16/2020,Butte,California,6007,22,0
5/16/2020,Calaveras,California,6009,13,0
5/16/2020,Colusa,California,6011,3,0
5/16/2020,Contra Costa,California,6013,1121,33
5/16/2020,Del Norte,California,6015,5,0
5/16/2020,El Dorado,California,6017,64,0
5/16/2020,Fresno,California,6019,1192,16
5/16/2020,Glenn,California,6021,9,0
5/16/2020,Humboldt,California,6023,77,0
5/16/2020,Imperial,California,6025,786,14
5/16/2020,Inyo,California,6027,20,1
5/16/2020,Kern,California,6029,1483,25
5/16/2020,Kings,California,6031,392,2
5/16/2020,Lake,California,6033,8,0
5/16/2020,Los Angeles,California,6037,37303,1793
5/16/2020,Madera,California,6039,71,2
5/16/2020,Marin,California,6041,299,14
5/16/2020,Mariposa,California,6043,15,1
5/16/2020,Mendocino,California,6045,13,0
5/16/2020,Merced,California,6047,200,6
5/16/2020,Mono,California,6051,33,1
5/16/2020,Monterey,California,6053,321,8
5/16/2020,Napa,California,6055,91,3
5/16/2020,Nevada,California,6057,41,1
5/16/2020,Orange,California,6059,4281,86
5/16/2020,Placer,California,6061,174,9
5/16/2020,Plumas,California,6063,4,0
5/16/2020,Riverside,California,6065,5618,255
5/16/2020,Sacramento,California,6067,1221,55
5/16/2020,San Benito,California,6069,61,2
5/16/2020,San Bernardino,California,6071,3463,155
5/16/2020,San Diego,California,6073,5725,235
5/16/2020,San Francisco,California,6075,2065,36
5/16/2020,San Joaquin,California,6077,670,31
5/16/2020,San Luis Obispo,California,6079,243,1
5/16/2020,San Mateo,California,6081,1612,67
5/16/2020,Santa Barbara,California,6083,1412,11
5/16/2020,Santa Clara,California,6085,2418,137
5/16/2020,Santa Cruz,California,6087,149,3
5/16/2020,Shasta,California,6089,34,4
5/16/2020,Siskiyou,California,6093,5,0
5/16/2020,Solano,California,6095,415,16
5/16/2020,Sonoma,California,6097,373,4
5/16/2020,Stanislaus,California,6099,559,24
5/16/2020,Sutter,California,6101,38,2
5/16/2020,Tehama,California,6103,2,1
5/16/2020,Trinity,California,6105,2,0
5/16/2020,Tulare,California,6107,1426,67
5/16/2020,Tuolumne,California,6109,2,0
5/16/2020,Ventura,California,6111,789,25
5/16/2020,Yolo,California,6113,183,22
5/16/2020,Yuba,California,6115,25,1
5/17/2020,Alameda,California,6001,2413,85
5/17/2020,Alpine,California,6003,2,0
5/17/2020,Amador,California,6005,8,0
5/17/2020,Butte,California,6007,22,0
5/17/2020,Calaveras,California,6009,13,0
5/17/2020,Colusa,California,6011,3,0
5/17/2020,Contra Costa,California,6013,1146,33
5/17/2020,Del Norte,California,6015,8,0
5/17/2020,El Dorado,California,6017,65,0
5/17/2020,Fresno,California,6019,1192,16
5/17/2020,Glenn,California,6021,9,0
5/17/2020,Humboldt,California,6023,77,0
5/17/2020,Imperial,California,6025,786,14
5/17/2020,Inyo,California,6027,20,1
5/17/2020,Kern,California,6029,1525,25
5/17/2020,Kings,California,6031,399,2
5/17/2020,Lake,California,6033,8,0
5/17/2020,Los Angeles,California,6037,37974,1821
5/17/2020,Madera,California,6039,71,2
5/17/2020,Marin,California,6041,317,14
5/17/2020,Mariposa,California,6043,15,1
5/17/2020,Mendocino,California,6045,14,0
5/17/2020,Merced,California,6047,201,6
5/17/2020,Mono,California,6051,34,1
5/17/2020,Monterey,California,6053,329,8
5/17/2020,Napa,California,6055,91,3
5/17/2020,Nevada,California,6057,41,1
5/17/2020,Orange,California,6059,4396,88
5/17/2020,Placer,California,6061,175,9
5/17/2020,Plumas,California,6063,4,0
5/17/2020,Riverside,California,6065,5633,259
5/17/2020,Sacramento,California,6067,1236,55
5/17/2020,San Benito,California,6069,61,2
5/17/2020,San Bernardino,California,6071,3511,155
5/17/2020,San Diego,California,6073,5899,235
5/17/2020,San Francisco,California,6075,2097,36
5/17/2020,San Joaquin,California,6077,689,32
5/17/2020,San Luis Obispo,California,6079,243,1
5/17/2020,San Mateo,California,6081,1652,68
5/17/2020,Santa Barbara,California,6083,1468,11
5/17/2020,Santa Clara,California,6085,2453,137
5/17/2020,Santa Cruz,California,6087,154,3
5/17/2020,Shasta,California,6089,34,4
5/17/2020,Siskiyou,California,6093,6,0
5/17/2020,Solano,California,6095,415,16
5/17/2020,Sonoma,California,6097,387,4
5/17/2020,Stanislaus,California,6099,571,24
5/17/2020,Sutter,California,6101,40,2
5/17/2020,Tehama,California,6103,2,1
5/17/2020,Trinity,California,6105,2,0
5/17/2020,Tulare,California,6107,1430,67
5/17/2020,Tuolumne,California,6109,2,0
5/17/2020,Ventura,California,6111,813,25
5/17/2020,Yolo,California,6113,184,22
5/17/2020,Yuba,California,6115,26,1
5/18/2020,Alameda,California,6001,2478,85
5/18/2020,Alpine,California,6003,2,0
5/18/2020,Amador,California,6005,8,0
5/18/2020,Butte,California,6007,24,0
5/18/2020,Calaveras,California,6009,13,0
5/18/2020,Colusa,California,6011,3,0
5/18/2020,Contra Costa,California,6013,1155,33
5/18/2020,Del Norte,California,6015,8,0
5/18/2020,El Dorado,California,6017,67,0
5/18/2020,Fresno,California,6019,1263,17
5/18/2020,Glenn,California,6021,12,0
5/18/2020,Humboldt,California,6023,81,0
5/18/2020,Imperial,California,6025,876,14
5/18/2020,Inyo,California,6027,20,1
5/18/2020,Kern,California,6029,1562,26
5/18/2020,Kings,California,6031,412,2
5/18/2020,Lake,California,6033,10,0
5/18/2020,Los Angeles,California,6037,38451,1839
5/18/2020,Madera,California,6039,78,2
5/18/2020,Marin,California,6041,329,14
5/18/2020,Mariposa,California,6043,15,1
5/18/2020,Mendocino,California,6045,14,0
5/18/2020,Merced,California,6047,220,6
5/18/2020,Mono,California,6051,34,1
5/18/2020,Monterey,California,6053,342,8
5/18/2020,Napa,California,6055,93,3
5/18/2020,Nevada,California,6057,41,1
5/18/2020,Orange,California,6059,4466,88
5/18/2020,Placer,California,6061,175,9
5/18/2020,Plumas,California,6063,4,0
5/18/2020,Riverside,California,6065,5952,263
5/18/2020,Sacramento,California,6067,1244,56
5/18/2020,San Benito,California,6069,61,2
5/18/2020,San Bernardino,California,6071,3593,155
5/18/2020,San Diego,California,6073,6009,242
5/18/2020,San Francisco,California,6075,2135,36
5/18/2020,San Joaquin,California,6077,699,32
5/18/2020,San Luis Obispo,California,6079,246,1
5/18/2020,San Mateo,California,6081,1680,68
5/18/2020,Santa Barbara,California,6083,1489,11
